wd_id,osm_relid
http://www.wikidata.org/entity/Q10306374,2715906
http://www.wikidata.org/entity/Q1031008,242750
http://www.wikidata.org/entity/Q10315709,1757112
http://www.wikidata.org/entity/Q10318414,3049358
http://www.wikidata.org/entity/Q10318735,7821629
http://www.wikidata.org/entity/Q10318743,7733971
http://www.wikidata.org/entity/Q10334627,1757113
http://www.wikidata.org/entity/Q10335889,2706907
http://www.wikidata.org/entity/Q10337352,1757092
http://www.wikidata.org/entity/Q10337560,1757051
http://www.wikidata.org/entity/Q10344794,2731078
http://www.wikidata.org/entity/Q10345505,3049505
http://www.wikidata.org/entity/Q10347266,1692135
http://www.wikidata.org/entity/Q10348806,3049361
http://www.wikidata.org/entity/Q10349880,3059155
http://www.wikidata.org/entity/Q10350111,388146
http://www.wikidata.org/entity/Q10351379,3049507
http://www.wikidata.org/entity/Q10352555,5528552
http://www.wikidata.org/entity/Q10356422,1757093
http://www.wikidata.org/entity/Q10359638,4554689
http://www.wikidata.org/entity/Q10366796,2162062
http://www.wikidata.org/entity/Q10368359,3049450
http://www.wikidata.org/entity/Q10375640,3049451
http://www.wikidata.org/entity/Q10380191,5295199
http://www.wikidata.org/entity/Q10390600,2165529
http://www.wikidata.org/entity/Q10390812,3049457
http://www.wikidata.org/entity/Q10390910,3049368
http://www.wikidata.org/entity/Q10390943,3049369
http://www.wikidata.org/entity/Q10390966,3049508
http://www.wikidata.org/entity/Q10391152,3049459
http://www.wikidata.org/entity/Q10395247,7222515
http://www.wikidata.org/entity/Q1052080,334428
http://www.wikidata.org/entity/Q1060042,2844750
http://www.wikidata.org/entity/Q1061205,362929
http://www.wikidata.org/entity/Q1074537,314593
http://www.wikidata.org/entity/Q1086248,7222479
http://www.wikidata.org/entity/Q1088815,3073228
http://www.wikidata.org/entity/Q109188,361756
http://www.wikidata.org/entity/Q1097771,298307
http://www.wikidata.org/entity/Q110017,242450
http://www.wikidata.org/entity/Q1101945,242554
http://www.wikidata.org/entity/Q1102558,332519
http://www.wikidata.org/entity/Q1110228,242359
http://www.wikidata.org/entity/Q1111243,303699
http://www.wikidata.org/entity/Q1112283,296761
http://www.wikidata.org/entity/Q1112312,302534
http://www.wikidata.org/entity/Q1112482,298422
http://www.wikidata.org/entity/Q1112525,332502
http://www.wikidata.org/entity/Q1112822,242657
http://www.wikidata.org/entity/Q1112881,303869
http://www.wikidata.org/entity/Q1113191,297601
http://www.wikidata.org/entity/Q1114540,302759
http://www.wikidata.org/entity/Q1116574,301078
http://www.wikidata.org/entity/Q1116758,332797
http://www.wikidata.org/entity/Q1117969,331469
http://www.wikidata.org/entity/Q1119526,298290
http://www.wikidata.org/entity/Q1120902,332915
http://www.wikidata.org/entity/Q1121422,185573
http://www.wikidata.org/entity/Q1121962,296769
http://www.wikidata.org/entity/Q1122557,302642
http://www.wikidata.org/entity/Q1122744,332826
http://www.wikidata.org/entity/Q1124627,315025
http://www.wikidata.org/entity/Q1125401,301067
http://www.wikidata.org/entity/Q1136194,3360429
http://www.wikidata.org/entity/Q1136204,362505
http://www.wikidata.org/entity/Q1148023,334011
http://www.wikidata.org/entity/Q1151685,242556
http://www.wikidata.org/entity/Q118251,241330
http://www.wikidata.org/entity/Q1185008,242651
http://www.wikidata.org/entity/Q1185250,242697
http://www.wikidata.org/entity/Q118945,314737
http://www.wikidata.org/entity/Q119140,242547
http://www.wikidata.org/entity/Q119158,421151
http://www.wikidata.org/entity/Q1205078,297526
http://www.wikidata.org/entity/Q120708,334452
http://www.wikidata.org/entity/Q12084541,2731074
http://www.wikidata.org/entity/Q1221976,333621
http://www.wikidata.org/entity/Q1222856,298045
http://www.wikidata.org/entity/Q1222916,298197
http://www.wikidata.org/entity/Q1252673,242470
http://www.wikidata.org/entity/Q1257195,314748
http://www.wikidata.org/entity/Q1259020,333600
http://www.wikidata.org/entity/Q127892,421678
http://www.wikidata.org/entity/Q13109202,298490
http://www.wikidata.org/entity/Q13109246,298305
http://www.wikidata.org/entity/Q13109251,298381
http://www.wikidata.org/entity/Q1310944,8455245
http://www.wikidata.org/entity/Q131620,301091
http://www.wikidata.org/entity/Q132997,296561
http://www.wikidata.org/entity/Q1367980,302593
http://www.wikidata.org/entity/Q1384520,362843
http://www.wikidata.org/entity/Q138500,334584
http://www.wikidata.org/entity/Q1401082,303586
http://www.wikidata.org/entity/Q1431410,362263
http://www.wikidata.org/entity/Q1439157,296527
http://www.wikidata.org/entity/Q1439170,297898
http://www.wikidata.org/entity/Q1439179,298111
http://www.wikidata.org/entity/Q1439193,1828250
http://www.wikidata.org/entity/Q1439211,314973
http://www.wikidata.org/entity/Q1451808,368808
http://www.wikidata.org/entity/Q14626841,7754552
http://www.wikidata.org/entity/Q14629944,332885
http://www.wikidata.org/entity/Q1475210,275011
http://www.wikidata.org/entity/Q1477896,1099758
http://www.wikidata.org/entity/Q1541246,6480756
http://www.wikidata.org/entity/Q155557,296522
http://www.wikidata.org/entity/Q156819,296650
http://www.wikidata.org/entity/Q1608543,314907
http://www.wikidata.org/entity/Q1615291,296721
http://www.wikidata.org/entity/Q1615298,185660
http://www.wikidata.org/entity/Q1615444,314752
http://www.wikidata.org/entity/Q1625598,297987
http://www.wikidata.org/entity/Q1635025,314683
http://www.wikidata.org/entity/Q1637405,298253
http://www.wikidata.org/entity/Q1637414,296665
http://www.wikidata.org/entity/Q1637423,326297
http://www.wikidata.org/entity/Q1637434,326288
http://www.wikidata.org/entity/Q1637446,315428
http://www.wikidata.org/entity/Q1637478,242701
http://www.wikidata.org/entity/Q1637488,297907
http://www.wikidata.org/entity/Q1637498,298151
http://www.wikidata.org/entity/Q1637506,296601
http://www.wikidata.org/entity/Q1637513,296711
http://www.wikidata.org/entity/Q1637522,314597
http://www.wikidata.org/entity/Q1637538,303752
http://www.wikidata.org/entity/Q1637552,314625
http://www.wikidata.org/entity/Q1638378,315252
http://www.wikidata.org/entity/Q1638385,297505
http://www.wikidata.org/entity/Q1638389,297914
http://www.wikidata.org/entity/Q1638397,314668
http://www.wikidata.org/entity/Q1638413,314650
http://www.wikidata.org/entity/Q1638425,315378
http://www.wikidata.org/entity/Q1638441,242415
http://www.wikidata.org/entity/Q1638732,368793
http://www.wikidata.org/entity/Q1639741,242348
http://www.wikidata.org/entity/Q1642662,368772
http://www.wikidata.org/entity/Q1643864,302702
http://www.wikidata.org/entity/Q1645061,362471
http://www.wikidata.org/entity/Q1645072,298149
http://www.wikidata.org/entity/Q1645077,362174
http://www.wikidata.org/entity/Q1645080,362276
http://www.wikidata.org/entity/Q1645082,298056
http://www.wikidata.org/entity/Q1645090,298485
http://www.wikidata.org/entity/Q1645095,298385
http://www.wikidata.org/entity/Q1645107,298284
http://www.wikidata.org/entity/Q1645733,298327
http://www.wikidata.org/entity/Q1646103,298057
http://www.wikidata.org/entity/Q1646321,298106
http://www.wikidata.org/entity/Q1646327,297936
http://www.wikidata.org/entity/Q1646910,332511
http://www.wikidata.org/entity/Q1646914,326284
http://www.wikidata.org/entity/Q1646919,297981
http://www.wikidata.org/entity/Q1646925,296623
http://www.wikidata.org/entity/Q1646932,326292
http://www.wikidata.org/entity/Q1646937,298128
http://www.wikidata.org/entity/Q1646949,242591
http://www.wikidata.org/entity/Q1646956,298393
http://www.wikidata.org/entity/Q1646960,326285
http://www.wikidata.org/entity/Q1646965,326296
http://www.wikidata.org/entity/Q1646968,298265
http://www.wikidata.org/entity/Q1646975,325888
http://www.wikidata.org/entity/Q1647045,326283
http://www.wikidata.org/entity/Q1647054,331479
http://www.wikidata.org/entity/Q1647782,298269
http://www.wikidata.org/entity/Q1647789,362190
http://www.wikidata.org/entity/Q1647805,298075
http://www.wikidata.org/entity/Q1647816,362193
http://www.wikidata.org/entity/Q1648060,362437
http://www.wikidata.org/entity/Q1648067,362417
http://www.wikidata.org/entity/Q1648073,362195
http://www.wikidata.org/entity/Q1648079,362189
http://www.wikidata.org/entity/Q1648123,298220
http://www.wikidata.org/entity/Q1648129,298451
http://www.wikidata.org/entity/Q1648136,298345
http://www.wikidata.org/entity/Q1648142,298406
http://www.wikidata.org/entity/Q1648146,297902
http://www.wikidata.org/entity/Q1648152,298355
http://www.wikidata.org/entity/Q1648179,297903
http://www.wikidata.org/entity/Q1648190,298108
http://www.wikidata.org/entity/Q1648196,298509
http://www.wikidata.org/entity/Q1648289,298392
http://www.wikidata.org/entity/Q1648293,298447
http://www.wikidata.org/entity/Q1648299,298065
http://www.wikidata.org/entity/Q1648307,298006
http://www.wikidata.org/entity/Q1648315,298238
http://www.wikidata.org/entity/Q1648319,297921
http://www.wikidata.org/entity/Q1648342,298529
http://www.wikidata.org/entity/Q1648345,298077
http://www.wikidata.org/entity/Q1648351,298230
http://www.wikidata.org/entity/Q1648356,298333
http://www.wikidata.org/entity/Q1648408,298359
http://www.wikidata.org/entity/Q1648416,298093
http://www.wikidata.org/entity/Q1648432,298312
http://www.wikidata.org/entity/Q1648436,298332
http://www.wikidata.org/entity/Q1648503,296662
http://www.wikidata.org/entity/Q1648506,242765
http://www.wikidata.org/entity/Q1648508,362399
http://www.wikidata.org/entity/Q1648525,242423
http://www.wikidata.org/entity/Q1648530,242681
http://www.wikidata.org/entity/Q1648535,242307
http://www.wikidata.org/entity/Q1648728,298155
http://www.wikidata.org/entity/Q1648887,362550
http://www.wikidata.org/entity/Q1649466,362406
http://www.wikidata.org/entity/Q1649601,298054
http://www.wikidata.org/entity/Q1649607,298033
http://www.wikidata.org/entity/Q1649614,298024
http://www.wikidata.org/entity/Q1649615,298211
http://www.wikidata.org/entity/Q1649619,298173
http://www.wikidata.org/entity/Q1649629,298082
http://www.wikidata.org/entity/Q1649639,298503
http://www.wikidata.org/entity/Q1649645,298020
http://www.wikidata.org/entity/Q1649650,298270
http://www.wikidata.org/entity/Q1649656,298107
http://www.wikidata.org/entity/Q1649666,298321
http://www.wikidata.org/entity/Q1649670,298096
http://www.wikidata.org/entity/Q1649675,298525
http://www.wikidata.org/entity/Q1649677,298418
http://www.wikidata.org/entity/Q1649682,298100
http://www.wikidata.org/entity/Q1649685,298040
http://www.wikidata.org/entity/Q16497262,5130874
http://www.wikidata.org/entity/Q1649808,298399
http://www.wikidata.org/entity/Q1649813,298116
http://www.wikidata.org/entity/Q1649817,297925
http://www.wikidata.org/entity/Q1649831,298122
http://www.wikidata.org/entity/Q1649838,298162
http://www.wikidata.org/entity/Q1649843,298482
http://www.wikidata.org/entity/Q1649857,298060
http://www.wikidata.org/entity/Q1649872,298515
http://www.wikidata.org/entity/Q1649943,298132
http://www.wikidata.org/entity/Q1649954,298050
http://www.wikidata.org/entity/Q1649959,298382
http://www.wikidata.org/entity/Q1650073,297713
http://www.wikidata.org/entity/Q1650078,297693
http://www.wikidata.org/entity/Q1650790,315202
http://www.wikidata.org/entity/Q1650857,315012
http://www.wikidata.org/entity/Q1650861,315250
http://www.wikidata.org/entity/Q1650924,314829
http://www.wikidata.org/entity/Q165341,302749
http://www.wikidata.org/entity/Q1653558,298373
http://www.wikidata.org/entity/Q1658483,298233
http://www.wikidata.org/entity/Q1658493,298301
http://www.wikidata.org/entity/Q1658504,298484
http://www.wikidata.org/entity/Q1658515,298167
http://www.wikidata.org/entity/Q1658522,298380
http://www.wikidata.org/entity/Q1658532,298087
http://www.wikidata.org/entity/Q166378,242666
http://www.wikidata.org/entity/Q166445,333636
http://www.wikidata.org/entity/Q167436,301405
http://www.wikidata.org/entity/Q1675245,2213766
http://www.wikidata.org/entity/Q168376,1825817
http://www.wikidata.org/entity/Q168888,303815
http://www.wikidata.org/entity/Q168929,334022
http://www.wikidata.org/entity/Q170540,298039
http://www.wikidata.org/entity/Q170578,303928
http://www.wikidata.org/entity/Q170762,333734
http://www.wikidata.org/entity/Q171612,326253
http://www.wikidata.org/entity/Q171617,298227
http://www.wikidata.org/entity/Q172512,325855
http://www.wikidata.org/entity/Q173849,296626
http://www.wikidata.org/entity/Q174286,242752
http://www.wikidata.org/entity/Q1749736,315229
http://www.wikidata.org/entity/Q1749739,315278
http://www.wikidata.org/entity/Q1749743,314830
http://www.wikidata.org/entity/Q1749746,314854
http://www.wikidata.org/entity/Q1749748,314758
http://www.wikidata.org/entity/Q1749750,314720
http://www.wikidata.org/entity/Q1749754,314959
http://www.wikidata.org/entity/Q1749813,314675
http://www.wikidata.org/entity/Q1749815,242776
http://www.wikidata.org/entity/Q1749816,314808
http://www.wikidata.org/entity/Q1749817,314812
http://www.wikidata.org/entity/Q1749821,315339
http://www.wikidata.org/entity/Q1749824,314651
http://www.wikidata.org/entity/Q1749826,314781
http://www.wikidata.org/entity/Q1749830,314962
http://www.wikidata.org/entity/Q1749856,242302
http://www.wikidata.org/entity/Q1749857,242366
http://www.wikidata.org/entity/Q1749863,242502
http://www.wikidata.org/entity/Q1749864,242342
http://www.wikidata.org/entity/Q1749866,242563
http://www.wikidata.org/entity/Q1749867,242377
http://www.wikidata.org/entity/Q1749869,242698
http://www.wikidata.org/entity/Q1749870,242460
http://www.wikidata.org/entity/Q1749871,242746
http://www.wikidata.org/entity/Q1749875,242431
http://www.wikidata.org/entity/Q1749878,242618
http://www.wikidata.org/entity/Q1749883,242407
http://www.wikidata.org/entity/Q1749888,242548
http://www.wikidata.org/entity/Q1749899,315102
http://www.wikidata.org/entity/Q1749936,298079
http://www.wikidata.org/entity/Q1749940,298212
http://www.wikidata.org/entity/Q1749953,298468
http://www.wikidata.org/entity/Q1749956,298523
http://www.wikidata.org/entity/Q1749957,242623
http://www.wikidata.org/entity/Q1749958,325887
http://www.wikidata.org/entity/Q1750011,2213687
http://www.wikidata.org/entity/Q1750021,242732
http://www.wikidata.org/entity/Q1750024,242561
http://www.wikidata.org/entity/Q1750027,298215
http://www.wikidata.org/entity/Q1750029,242465
http://www.wikidata.org/entity/Q1750034,315177
http://www.wikidata.org/entity/Q1750038,326282
http://www.wikidata.org/entity/Q1750056,242608
http://www.wikidata.org/entity/Q1750059,242650
http://www.wikidata.org/entity/Q1750064,242310
http://www.wikidata.org/entity/Q1750069,298176
http://www.wikidata.org/entity/Q1750070,297915
http://www.wikidata.org/entity/Q1750075,298008
http://www.wikidata.org/entity/Q1750076,242469
http://www.wikidata.org/entity/Q1750080,242638
http://www.wikidata.org/entity/Q1750082,242667
http://www.wikidata.org/entity/Q1750087,298201
http://www.wikidata.org/entity/Q1750090,332488
http://www.wikidata.org/entity/Q1750093,298367
http://www.wikidata.org/entity/Q1750096,298369
http://www.wikidata.org/entity/Q1750097,242409
http://www.wikidata.org/entity/Q1750098,242768
http://www.wikidata.org/entity/Q1750100,297967
http://www.wikidata.org/entity/Q1750103,242425
http://www.wikidata.org/entity/Q1750107,297926
http://www.wikidata.org/entity/Q1750110,242553
http://www.wikidata.org/entity/Q1750113,297933
http://www.wikidata.org/entity/Q1750146,242434
http://www.wikidata.org/entity/Q1750149,242760
http://www.wikidata.org/entity/Q1750166,298016
http://www.wikidata.org/entity/Q1750175,2217372
http://www.wikidata.org/entity/Q1750177,325847
http://www.wikidata.org/entity/Q1750179,242590
http://www.wikidata.org/entity/Q1750182,242376
http://www.wikidata.org/entity/Q1750185,298267
http://www.wikidata.org/entity/Q1750187,242389
http://www.wikidata.org/entity/Q1750192,298391
http://www.wikidata.org/entity/Q1750195,297906
http://www.wikidata.org/entity/Q1750199,242612
http://www.wikidata.org/entity/Q1750201,242333
http://www.wikidata.org/entity/Q1750204,298002
http://www.wikidata.org/entity/Q1750207,298414
http://www.wikidata.org/entity/Q1750211,298186
http://www.wikidata.org/entity/Q1750214,298221
http://www.wikidata.org/entity/Q1750218,242544
http://www.wikidata.org/entity/Q1750221,298445
http://www.wikidata.org/entity/Q1750222,298408
http://www.wikidata.org/entity/Q1750230,298172
http://www.wikidata.org/entity/Q1750233,242573
http://www.wikidata.org/entity/Q1750235,2215539
http://www.wikidata.org/entity/Q1750236,242540
http://www.wikidata.org/entity/Q1750240,242604
http://www.wikidata.org/entity/Q1750250,297934
http://www.wikidata.org/entity/Q1750254,298460
http://www.wikidata.org/entity/Q1750257,297983
http://www.wikidata.org/entity/Q1750262,297950
http://www.wikidata.org/entity/Q1750269,3622355
http://www.wikidata.org/entity/Q1750271,242577
http://www.wikidata.org/entity/Q1750332,332468
http://www.wikidata.org/entity/Q1750426,332524
http://www.wikidata.org/entity/Q1750431,298346
http://www.wikidata.org/entity/Q1750436,298297
http://www.wikidata.org/entity/Q1750439,298223
http://www.wikidata.org/entity/Q1750443,242363
http://www.wikidata.org/entity/Q1750446,298508
http://www.wikidata.org/entity/Q1750448,298387
http://www.wikidata.org/entity/Q1750452,242511
http://www.wikidata.org/entity/Q175057,303650
http://www.wikidata.org/entity/Q1750605,298486
http://www.wikidata.org/entity/Q1750610,315101
http://www.wikidata.org/entity/Q1750756,296766
http://www.wikidata.org/entity/Q1750758,296673
http://www.wikidata.org/entity/Q1750759,296754
http://www.wikidata.org/entity/Q1750761,296580
http://www.wikidata.org/entity/Q1750762,296621
http://www.wikidata.org/entity/Q1750764,296596
http://www.wikidata.org/entity/Q1750765,296787
http://www.wikidata.org/entity/Q1750773,296636
http://www.wikidata.org/entity/Q1750776,296608
http://www.wikidata.org/entity/Q1751207,368770
http://www.wikidata.org/entity/Q1751212,314762
http://www.wikidata.org/entity/Q1751322,296746
http://www.wikidata.org/entity/Q1751325,332515
http://www.wikidata.org/entity/Q1751333,298394
http://www.wikidata.org/entity/Q1751337,326295
http://www.wikidata.org/entity/Q1751344,242541
http://www.wikidata.org/entity/Q1751347,298196
http://www.wikidata.org/entity/Q1751350,301058
http://www.wikidata.org/entity/Q1752740,315008
http://www.wikidata.org/entity/Q1754318,242619
http://www.wikidata.org/entity/Q1754325,242781
http://www.wikidata.org/entity/Q1754330,242550
http://www.wikidata.org/entity/Q1754333,242668
http://www.wikidata.org/entity/Q1754345,298163
http://www.wikidata.org/entity/Q1754351,242753
http://www.wikidata.org/entity/Q1754389,326263
http://www.wikidata.org/entity/Q1754397,302612
http://www.wikidata.org/entity/Q1754403,326269
http://www.wikidata.org/entity/Q1754408,326259
http://www.wikidata.org/entity/Q1754413,331467
http://www.wikidata.org/entity/Q1754422,331466
http://www.wikidata.org/entity/Q1754431,331472
http://www.wikidata.org/entity/Q1754446,242720
http://www.wikidata.org/entity/Q1754452,298214
http://www.wikidata.org/entity/Q1754457,298067
http://www.wikidata.org/entity/Q1754543,332484
http://www.wikidata.org/entity/Q1754551,242394
http://www.wikidata.org/entity/Q1754557,296694
http://www.wikidata.org/entity/Q1754561,298031
http://www.wikidata.org/entity/Q1754569,298210
http://www.wikidata.org/entity/Q1754575,297984
http://www.wikidata.org/entity/Q1754582,296705
http://www.wikidata.org/entity/Q1754588,242455
http://www.wikidata.org/entity/Q1754594,296564
http://www.wikidata.org/entity/Q1754600,242691
http://www.wikidata.org/entity/Q1754608,298519
http://www.wikidata.org/entity/Q1754616,298475
http://www.wikidata.org/entity/Q1754621,298446
http://www.wikidata.org/entity/Q1754641,314831
http://www.wikidata.org/entity/Q1754651,315424
http://www.wikidata.org/entity/Q1754657,315201
http://www.wikidata.org/entity/Q1754665,315411
http://www.wikidata.org/entity/Q1754673,315035
http://www.wikidata.org/entity/Q1754681,314863
http://www.wikidata.org/entity/Q1754689,315084
http://www.wikidata.org/entity/Q1754703,315104
http://www.wikidata.org/entity/Q1754708,314971
http://www.wikidata.org/entity/Q1754716,315046
http://www.wikidata.org/entity/Q1754720,314922
http://www.wikidata.org/entity/Q1754727,314967
http://www.wikidata.org/entity/Q1754736,315150
http://www.wikidata.org/entity/Q1754743,315441
http://www.wikidata.org/entity/Q1754760,315026
http://www.wikidata.org/entity/Q1754774,314740
http://www.wikidata.org/entity/Q1754786,315155
http://www.wikidata.org/entity/Q1754796,315137
http://www.wikidata.org/entity/Q1754812,314963
http://www.wikidata.org/entity/Q1754822,314878
http://www.wikidata.org/entity/Q1754836,314607
http://www.wikidata.org/entity/Q1754844,314591
http://www.wikidata.org/entity/Q1754851,315379
http://www.wikidata.org/entity/Q1754871,315090
http://www.wikidata.org/entity/Q1754880,314897
http://www.wikidata.org/entity/Q1754887,315087
http://www.wikidata.org/entity/Q1754892,315241
http://www.wikidata.org/entity/Q1754899,314768
http://www.wikidata.org/entity/Q1754904,315021
http://www.wikidata.org/entity/Q1754911,314648
http://www.wikidata.org/entity/Q1754917,315169
http://www.wikidata.org/entity/Q1754928,314885
http://www.wikidata.org/entity/Q1754934,314865
http://www.wikidata.org/entity/Q1754942,314793
http://www.wikidata.org/entity/Q1754948,315099
http://www.wikidata.org/entity/Q1754957,314851
http://www.wikidata.org/entity/Q1754959,368781
http://www.wikidata.org/entity/Q1754967,315316
http://www.wikidata.org/entity/Q1754973,314896
http://www.wikidata.org/entity/Q1755006,368833
http://www.wikidata.org/entity/Q1755133,314736
http://www.wikidata.org/entity/Q1755144,315211
http://www.wikidata.org/entity/Q1755151,315442
http://www.wikidata.org/entity/Q1755160,315222
http://www.wikidata.org/entity/Q1755164,315018
http://www.wikidata.org/entity/Q1755169,314754
http://www.wikidata.org/entity/Q1755373,368794
http://www.wikidata.org/entity/Q1755395,326256
http://www.wikidata.org/entity/Q1755402,1843541
http://www.wikidata.org/entity/Q1755515,315063
http://www.wikidata.org/entity/Q1755522,315443
http://www.wikidata.org/entity/Q1755530,315312
http://www.wikidata.org/entity/Q1755536,314864
http://www.wikidata.org/entity/Q1755544,314801
http://www.wikidata.org/entity/Q1755556,315073
http://www.wikidata.org/entity/Q1755566,315332
http://www.wikidata.org/entity/Q1755571,315374
http://www.wikidata.org/entity/Q1755576,315080
http://www.wikidata.org/entity/Q1755581,314835
http://www.wikidata.org/entity/Q1755586,315153
http://www.wikidata.org/entity/Q1755693,314910
http://www.wikidata.org/entity/Q1755699,314694
http://www.wikidata.org/entity/Q1755703,314877
http://www.wikidata.org/entity/Q1755708,314725
http://www.wikidata.org/entity/Q1755714,315225
http://www.wikidata.org/entity/Q1755726,314734
http://www.wikidata.org/entity/Q1755730,315275
http://www.wikidata.org/entity/Q1755734,315402
http://www.wikidata.org/entity/Q1755739,315328
http://www.wikidata.org/entity/Q1755744,315319
http://www.wikidata.org/entity/Q1755752,314612
http://www.wikidata.org/entity/Q1755759,314905
http://www.wikidata.org/entity/Q1755771,315297
http://www.wikidata.org/entity/Q1755777,315186
http://www.wikidata.org/entity/Q1755784,315055
http://www.wikidata.org/entity/Q1755797,314451
http://www.wikidata.org/entity/Q1755810,315285
http://www.wikidata.org/entity/Q1755816,314796
http://www.wikidata.org/entity/Q1755861,314670
http://www.wikidata.org/entity/Q1755870,314706
http://www.wikidata.org/entity/Q1755880,315204
http://www.wikidata.org/entity/Q1755923,315175
http://www.wikidata.org/entity/Q1755986,315243
http://www.wikidata.org/entity/Q1755991,315291
http://www.wikidata.org/entity/Q1755996,314870
http://www.wikidata.org/entity/Q1756002,315105
http://www.wikidata.org/entity/Q1756010,315007
http://www.wikidata.org/entity/Q1756019,314949
http://www.wikidata.org/entity/Q1756027,314592
http://www.wikidata.org/entity/Q1756032,315404
http://www.wikidata.org/entity/Q1756039,315280
http://www.wikidata.org/entity/Q1756048,314641
http://www.wikidata.org/entity/Q1756059,315074
http://www.wikidata.org/entity/Q1756064,315415
http://www.wikidata.org/entity/Q1756070,314649
http://www.wikidata.org/entity/Q1756079,314996
http://www.wikidata.org/entity/Q1756084,314958
http://www.wikidata.org/entity/Q1756093,315220
