osm_type,osm_id,wd_member_ids
w,497065185,
w,497029977,
w,497029976,
w,497026653,
w,497026652,
w,497026649,
w,496990544,
w,496990543,
w,496810359,
w,496722622,
w,496720598,
w,496554337,
w,496553154,
w,496550602,
w,496550592,
w,496549497,
w,496546557,
w,496542054,
w,496542051,
w,496537534,
w,496537533,
w,496537527,
w,496531314,
w,496531313,
w,496531311,
w,496531310,
w,496531308,
w,496531306,
w,496531305,
w,496531304,
w,496531302,
w,496531300,
w,496531299,
w,496531298,
w,496531297,
w,496531296,
w,496531295,
w,496531292,
w,496531290,
w,496518304,
w,496517969,
w,496517948,
w,496517947,
w,496517945,
w,496517944,
w,496517943,
w,496517940,
w,496517938,
w,496517937,
w,496506784,
w,496506783,
w,496506766,
w,496506764,
w,496471798,
w,496471797,
w,496469158,
w,496469157,
w,496469156,
w,496469155,
w,496469152,
w,496469151,
w,496469147,
w,496469146,
w,496467040,
w,496467039,
w,496467038,
w,496467033,
w,496464145,
w,496464144,
w,496464143,
w,496464140,
w,496404677,
w,496404676,
w,496404675,
w,496404672,
w,496404671,
w,496396049,
w,496396048,
w,496396045,
w,496396044,
w,496396042,
w,496396041,
w,496396035,
w,496396029,
w,496396028,
w,496382741,
w,496382740,
w,496381716,
w,496381715,
w,496381712,
w,496381709,
w,496381708,
w,496381706,
w,496379157,
w,496379148,
w,496379113,
w,496361691,
w,496357748,
w,496357743,
w,496357732,
w,496357731,
w,496357729,
w,496357726,
w,496351315,
w,496351307,
w,496351304,
w,496351302,
w,496351301,
w,496351300,
w,496351299,
w,496351298,
w,496351297,
w,496351296,
w,496335656,
w,496335655,
w,496335652,
w,496335651,
w,496335650,
w,496335646,
w,496335644,
w,496335643,
w,496335641,
w,496335640,
w,496335639,
w,496335638,
w,496335636,
w,496335633,
w,496335632,
w,496335627,
w,496332231,
w,496332229,
w,496332228,
w,496331941,
w,496331940,
w,496331939,
w,496324583,
w,496324580,
w,496324579,
w,496324578,
w,496324577,
w,496323349,
w,496323332,
w,496323325,
w,496323324,
w,496323317,
w,496323316,
w,496323315,
w,496314779,
w,496314778,
w,496253714,
w,496251016,
w,496251015,
w,496250944,
w,496250943,
w,496250942,
w,496250941,
w,496250940,
w,496241347,
w,496241291,
w,496241290,
w,496240894,
w,496178000,
w,496177999,
w,496177998,
w,496176438,
w,496176436,
w,496167053,
w,496115909,
w,496115907,
w,495987739,
w,495985640,
w,495985135,
w,495985133,
w,495985132,
w,495984039,
w,495984038,
w,495984037,
w,495984034,
w,495954478,
w,495933689,
w,495933688,
w,495931725,
w,495931723,
w,495929622,
w,495929620,
w,495925164,
w,495794731,
w,495794718,
w,495794716,
w,495777181,
w,495734944,
w,495734940,
w,495734520,
w,495734519,
w,495734518,
w,495732478,
w,495732477,
w,495731045,
w,495731043,
w,495731042,
w,495731041,
w,495731037,
w,495728555,
w,495728554,
w,495728496,
w,495728495,
w,495728036,
w,495728029,
w,495593945,
w,495593944,
w,495575367,
w,495569418,
w,495569417,
w,495569416,
w,495569415,
w,495569414,
w,495569300,
w,495569290,
w,495569286,
w,495569278,
w,495569277,
w,495567871,
w,495567870,
w,495536040,
w,495536026,
w,495536024,
w,495536023,
w,495530751,
w,495530749,
w,495530743,
w,495530727,
w,495530723,
w,495527745,
w,495527743,
w,495527741,
w,495527739,
w,495527728,
w,495522394,
w,495522390,
w,495517256,
w,495517255,
w,495517254,
w,495512656,
w,495512655,
w,495512654,
w,495506610,
w,495506600,
w,495506599,
w,495506586,
w,495506585,
w,495506584,
w,495506577,
w,495506575,
w,495506574,
w,495506573,
w,495506561,
w,495506560,
w,495506550,
w,495506548,
w,495506547,
w,495497153,
w,495359001,
w,495359000,
w,495358999,
w,495355434,
w,495355433,
w,495355431,
w,495355429,
w,495355428,
w,495308564,
w,495308563,
w,495275933,
w,495275928,
w,495275927,
w,495275593,
w,495252468,
w,495230965,
w,495230961,
w,495230958,
w,495230956,
w,495227718,
w,495205727,
w,495205726,
w,495119951,
w,495119945,
w,495119944,
w,495119938,
w,495113072,
w,495113049,
w,495113046,
w,495105699,
w,495105698,
w,495100981,
w,495100976,
w,495097831,
w,495097830,
w,495090054,
w,495090053,
w,495090052,
w,495090051,
w,495090050,
w,495089419,
w,495089409,
w,495089405,
w,495089401,
w,495089398,
w,495089397,
w,495089395,
w,495089393,
w,495089392,
w,495089390,
w,495086055,
w,495084949,
w,495084948,
w,495084947,
w,495026660,
w,495017787,
w,494951467,
w,494951380,
w,494951140,
w,494940156,
w,494928483,
w,494927973,
w,494927972,
w,494927592,
w,494927591,
w,494927577,
w,494815081,
w,494815080,
w,494815078,
w,494815076,
w,494815073,
w,494815072,
w,494815071,
w,494815070,
w,494811559,
w,494811558,
w,494811557,
w,494811556,
w,494811555,
w,494811554,
w,494811553,
w,494811552,
w,494807962,
w,494807961,
w,494806889,
w,494806888,
w,494806887,
w,494806886,
w,494806885,
w,494806884,
w,494806883,
w,494806051,
w,494806049,
w,494806045,
w,494806043,
w,494806041,
w,494806038,
w,494804155,
w,494804154,
w,494804152,
w,494804151,
w,494804150,
w,494804149,
w,494804144,
w,494804143,
w,494804142,
w,494804141,
w,494804138,
w,494804137,
w,494802978,
w,494802977,
w,494802975,
w,494800358,
w,494799288,
w,494787230,
w,494784207,
w,494784206,
w,494784203,
w,494784200,
w,494776747,
w,494769274,
w,494756599,
w,494734874,
w,494734859,
w,494734858,
w,494722926,
w,494709665,
w,494709664,
w,494673498,
w,494673492,
w,494545771,
w,494537034,
w,494537030,
w,494537012,
w,494537010,
w,494537008,
w,494536998,
w,494536989,
w,494536964,
w,494536954,
w,494536951,
w,494536928,
w,494512477,
w,494512476,
w,494451964,
w,494448930,
w,494447678,
w,494447675,
w,494447673,
w,494429799,
w,494429798,
w,494290506,
w,494200366,
w,494080574,
w,494077525,
w,494077523,
w,494029964,
w,494029962,
w,494017857,
w,494016433,
w,494016426,
w,494016419,
w,493957131,
w,493955729,
w,493951927,
w,493951902,
w,493951901,
w,493951136,
w,493951135,
w,493936586,
w,493935172,
w,493931978,
w,493931976,
w,493931974,
w,493931973,
w,493931972,
w,493924515,
w,493918537,
w,493918536,
w,493918535,
w,493918527,
w,493918520,
w,493918518,
w,493913552,
w,493913551,
w,493913550,
w,493913547,
w,493913546,
w,493913545,
w,493913544,
w,493913543,
w,493913542,
w,493913541,
w,493913535,
w,493913533,
w,493913532,
w,493910420,
w,493910419,
w,493910418,
w,493910415,
w,493910411,
w,493910410,
w,493910409,
w,493910408,
w,493910404,
w,493910403,
w,493910401,
w,493910400,
w,493910395,
w,493910393,
w,493910384,
w,493910383,
w,493910380,
w,493910377,
w,493910376,
w,493910375,
w,493910374,
w,493910373,
w,493910372,
w,493829184,
w,493784820,
w,493784817,
w,493784816,
w,493784811,
w,493783008,
w,493783007,
w,493781432,
w,493780110,
w,493780081,
w,493780080,
w,493780079,
w,493780078,
w,493780026,
w,493780025,
w,493780023,
w,493779602,
w,493778081,
w,493778080,
w,493778079,
w,493778077,
w,493778076,
w,493778075,
w,493778074,
w,493778070,
w,493778069,
w,493778068,
w,493778067,
w,493778066,
w,493778065,
w,493777943,
w,493777942,
w,493777941,
w,493777939,
w,493777935,
w,493777931,
w,493777927,
w,493777926,
w,493777924,
w,493775161,
w,493775156,
w,493775155,
w,493775142,
w,493775134,
w,493775087,
w,493774718,
w,493772480,
w,493772475,
w,493772471,
w,493772470,
w,493772459,
w,493768576,
w,493768574,
w,493768572,
w,493768570,
w,493768567,
w,493768566,
w,493768565,
w,493768560,
w,493768559,
w,493768557,
w,493764103,
w,493764102,
w,493764096,
w,493764094,
w,493764087,
w,493764086,
w,493764084,
w,493764083,
w,493764082,
w,493764081,
w,493764080,
w,493730826,
w,493720528,
w,493714102,
w,493714100,
w,493714093,
w,493714092,
w,493714059,
w,493714057,
w,493714052,
w,493706815,
w,493706814,
w,493706813,
w,493706812,
w,493706811,
w,493706810,
w,493706808,
w,493706806,
w,493706803,
w,493703693,
w,493610104,
w,493591629,
w,493591623,
w,493581641,
w,493576119,
w,493576118,
w,493561875,
w,493561872,
w,493561869,
w,493561866,
w,493561863,
w,493548748,
w,493548747,
w,493545687,
w,493545686,
w,493511448,
w,493511447,
w,493511446,
w,493511445,
w,493506007,
w,493506005,
w,493506004,
w,493506001,
w,493505996,
w,493505992,
w,493501937,
w,493501935,
w,493501923,
w,493501922,
w,493501919,
w,493501913,
w,493501912,
w,493493032,
w,493493028,
w,493493027,
w,493437108,
w,493437106,
w,493436290,
w,493436289,
w,493436288,
w,493436287,
w,493431083,
w,493373870,
w,493373869,
w,493373868,
w,493373867,
w,493373852,
w,493364198,
w,493361847,
w,493361846,
w,493361841,
w,493361247,
w,493348380,
w,493348379,
w,493348378,
w,493348377,
w,493348376,
w,493280081,
w,493280080,
w,493276812,
w,493155958,
w,493155957,
w,493155955,
w,493155951,
w,493155948,
w,493155944,
w,493155941,
w,493154261,
w,493154260,
w,493154259,
w,493154257,
w,493146978,
w,493146976,
w,493145717,
w,493145716,
w,493145715,
w,493145714,
w,493140621,
w,493140620,
w,493137547,
w,493110493,
w,493110491,
w,493110474,
w,493110472,
w,493110470,
w,493110465,
w,493110464,
w,493110462,
w,493110459,
w,493110442,
w,493096917,
w,492772732,
w,492772727,
w,492772724,
w,492772723,
w,492772721,
w,492769497,
w,492769496,
w,492769495,
w,492769494,
w,492769493,
w,492769492,
w,492769490,
w,492769489,
w,492769488,
w,492769487,
w,492769486,
w,492769485,
w,492762863,
w,492762862,
w,492762861,
w,492759681,
w,492759673,
w,492759672,
w,492757740,
w,492757739,
w,492757738,
w,492757737,
w,492757735,
w,492757734,
w,492757733,
w,492757732,
w,492757731,
w,492757730,
w,492757728,
w,492754386,
w,492754385,
w,492668627,
w,492663203,
w,492650818,
w,492650816,
w,492650815,
w,492650813,
w,492650811,
w,492650810,
w,492650808,
w,492650805,
w,492650804,
w,492650802,
w,492650801,
w,492650799,
w,492650797,
w,492650795,
w,492650794,
w,492650793,
w,492650789,
w,492614029,
w,492614028,
w,492602059,
w,492602058,
w,492602057,
w,492599897,
w,492599892,
w,492599870,
w,492599858,
w,492599857,
w,492466987,
w,492466986,
w,492466985,
w,492455531,
w,492455530,
w,492431264,
w,492431263,
w,492375784,
w,492375782,
w,492375780,
w,492375774,
w,492375773,
w,492375596,
w,492375595,
w,492375594,
w,492375593,
w,492372806,
w,492371787,
w,492371785,
w,492371784,
w,492361748,
w,492361746,
w,492358347,
w,492358344,
w,492358339,
w,492358314,
w,492358309,
w,492358308,
w,492358302,
w,492358301,
w,492358291,
w,492346676,
w,492346674,
w,492346671,
w,492346668,
w,492346663,
w,492346661,
w,492346659,
w,492329738,
w,492329733,
w,492329720,
w,492329716,
w,492329715,
w,492329714,
w,492329713,
w,492324366,
w,492324362,
w,492324360,
w,492324357,
w,492229110,
w,492229109,
w,492229108,
w,492229107,
w,492229106,
w,492218099,
w,492218080,
w,492218077,
w,492218075,
w,492218067,
w,492208196,
w,492208195,
w,492208188,
w,492208186,
w,492208183,
w,492208182,
w,492208180,
w,492208179,
w,492177295,
w,492110447,
w,492110446,
w,492107878,
w,492107875,
w,492107870,
w,492107855,
w,492107851,
w,492107844,
w,492107833,
w,492107829,
w,492107827,
w,492107826,
w,492107824,
w,492089785,
w,492089784,
w,492089781,
w,492089779,
w,492008589,
w,492008588,
w,492008585,
w,492008583,
w,492008582,
w,492008581,
w,491981492,
w,491981490,
w,491981489,
w,491981486,
w,491981484,
w,491981481,
w,491981473,
w,491981468,
w,491981466,
w,491981464,
w,491981463,
w,491981459,
w,491981457,
w,491980566,
w,491980565,
w,491979298,
w,491979297,
w,491979296,
w,491979295,
w,491979286,
w,491979285,
w,491979282,
w,491979281,
w,491979280,
w,491979279,
w,491979278,
w,491979277,
w,491979275,
w,491979274,
w,491976983,
w,491976981,
w,491976980,
w,491975733,
w,491975732,
w,491975730,
w,491975726,
w,491975725,
w,491975722,
w,491975721,
w,491975720,
w,491975451,
w,491955961,
w,491955959,
w,491955955,
w,491955954,
w,491955948,
w,491954652,
w,491954636,
w,491946488,
w,491851892,
w,491851889,
w,491851886,
w,491851865,
w,491851856,
w,491851855,
w,491848440,
w,491848434,
w,491846390,
w,491846388,
w,491846387,
w,491846370,
w,491845425,
w,491845418,
w,491844185,
w,491844184,
w,491844179,
w,491844178,
w,491842770,
w,491838708,
w,491838707,
w,491838706,
w,491835752,
w,491835751,
w,491835750,
w,491835749,
w,491835745,
w,491835744,
w,491835742,
w,491835741,
w,491835740,
w,491835739,
w,491835738,
w,491835737,
w,491835736,
w,491835735,
w,491835714,
w,491835712,
w,491835708,
w,491834345,
w,491834343,
w,491832115,
w,491832114,
w,491832113,
w,491832111,
w,491832104,
w,491829556,
w,491829555,
w,491829554,
w,491829553,
w,491829552,
w,491829551,
w,491829550,
w,491826732,
w,491826731,
w,491826730,
w,491826727,
w,491826726,
w,491826724,
w,491821626,
w,491821625,
w,491711740,
w,491705293,
w,491705292,
w,491705291,
w,491705289,
w,491705288,
w,491705287,
w,491705286,
w,491705285,
w,491705284,
w,491705283,
w,491705281,
w,491705280,
w,491705276,
w,491705275,
w,491705274,
w,491705273,
w,491704004,
w,491704003,
w,491703998,
w,491703997,
w,491703995,
w,491703993,
w,491702877,
w,491702876,
w,491702874,
w,491702873,
w,491702210,
w,491702094,
w,491701897,
w,491701896,
w,491701895,
w,491701894,
w,491701893,
w,491701892,
w,491701891,
w,491701889,
w,491701887,
w,491701886,
w,491701884,
w,491701882,
w,491701881,
w,491701879,
w,491701877,
w,491701875,
w,491701868,
w,491699621,
w,491699618,
w,491699617,
w,491699611,
w,491699609,
w,491699605,
w,491699604,
w,491699603,
w,491699602,
w,491699601,
w,491699599,
w,491699594,
w,491699593,
w,491699592,
w,491699589,
w,491699587,
w,491699586,
w,491699585,
w,491696049,
w,491693171,
w,491689184,
w,491688481,
w,491688480,
w,491688479,
w,491688476,
w,491688474,
w,491651037,
w,491490066,
w,491490065,
w,491490064,
w,491486886,
w,491486885,
w,491486884,
w,491486883,
w,491486882,
w,491486876,
w,491483775,
w,491483774,
w,491479939,
w,491479930,
w,491467317,
w,491467316,
w,491371470,
w,491371452,
w,491369180,
w,491369178,
w,491369177,
w,491369176,
w,491369175,
w,491369174,
w,491369173,
w,491369169,
w,491369168,
w,491369167,
w,491369165,
w,491369164,
w,491368648,
w,491368647,
w,491368646,
w,491364608,
w,491364607,
w,491364604,
w,491364598,
w,491364597,
w,491364592,
w,491364586,
w,491364585,
w,491364583,
w,491364581,
w,491364580,
w,491364579,
w,491364578,
w,491364575,
w,491364573,
w,491364571,
w,491364569,
w,491364567,
w,491364564,
w,491364563,
w,491354524,
w,491354523,
w,491354521,
w,491328852,
w,491317928,
w,491317927,
w,491247508,
w,491247506,
w,491247493,
w,491190069,
w,491117563,
w,491117562,
w,491017278,
w,491017277,
w,491013235,
w,491013234,
w,491012801,
w,491012799,
w,491011210,
w,491010735,
w,491009750,
w,491009749,
w,491009733,
w,491009718,
w,491009713,
w,491009709,
w,491009708,
w,491009704,
w,491009702,
w,491009701,
w,491009700,
w,491001560,
w,491001558,
w,490998857,
w,490948910,
w,490948909,
w,490898858,
w,490898856,
w,490898853,
w,490898852,
w,490898118,
w,490898117,
w,490890468,
w,490890463,
w,490786184,
w,490786182,
w,490783454,
w,490783453,
w,490775704,
w,490775702,
w,490771088,
w,490771087,
w,490767525,
w,490764401,
w,490764372,
w,490764371,
w,490759457,
w,490759456,
w,490759455,
w,490742694,
w,490742693,
w,490741544,
w,490741541,
w,490732148,
w,490732147,
w,490732146,
w,490723732,
w,490723726,
w,490723718,
w,490718601,
w,490717588,
w,490717586,
w,490717578,
w,490717577,
w,490717557,
w,490717556,
w,490717555,
w,490717554,
w,490717552,
w,490717548,
w,490717547,
w,490717541,
w,490717528,
w,490717519,
w,490708083,
w,490695851,
w,490695847,
w,490695840,
w,490620279,
w,490620278,
w,490620277,
w,490620276,
w,490620275,
w,490620274,
w,490620273,
w,490620272,
w,490620271,
w,490620270,
w,490620269,
w,490620268,
w,490620267,
w,490620266,
w,490620265,
w,490620264,
w,490620263,
w,490620262,
w,490620261,
w,490620260,
w,490619784,
w,490619783,
w,490619782,
w,490619781,
w,490619780,
w,490619779,
w,490619778,
w,490619777,
w,490619776,
w,490619494,
w,490619493,
w,490619492,
w,490619491,
w,490619490,
w,490619489,
w,490619488,
w,490619487,
w,490619486,
w,490619485,
w,490619484,
w,490619483,
w,490619482,
w,490619481,
w,490619480,
w,490619479,
w,490619478,
w,490619477,
w,490619476,
w,490619475,
w,490619474,
w,490619473,
w,490619472,
w,490619471,
w,490619470,
w,490619469,
w,490619468,
w,490619467,
w,490619465,
w,490619464,
w,490619463,
w,490619462,
w,490619461,
w,490619460,
w,490619459,
w,490619458,
w,490619457,
w,490619456,
w,490619455,
w,490617343,
w,490617040,
w,490616608,
w,490616607,
w,490616605,
w,490616604,
w,490616602,
w,490616601,
w,490616600,
w,490616598,
w,490616597,
w,490616596,
w,490611034,
w,490611028,
w,490611025,
w,490611022,
w,490600957,
w,490600955,
w,490600953,
w,490600951,
w,490600950,
w,490600948,
w,490600947,
w,490598610,
w,490598609,
w,490598608,
w,490598607,
w,490598606,
w,490585573,
w,490585571,
w,490585569,
w,490585568,
w,490585565,
w,490585562,
w,490585559,
w,490585557,
w,490585553,
w,490585551,
w,490573620,
w,490573619,
w,490573616,
w,490573615,
w,490573612,
w,490573611,
w,490564270,
w,490564269,
w,490562366,
w,490562365,
w,490550967,
w,490550963,
w,490550959,
w,490550957,
w,490515227,
w,490515226,
w,490444178,
w,490444101,
w,490442142,
w,490442141,
w,490442140,
w,490438517,
w,490438512,
w,490420411,
w,490353967,
w,490221739,
w,490147537,
w,490147536,
w,490147535,
w,490147534,
w,490147533,
w,490147532,
w,490147531,
w,490147530,
w,490147529,
w,490147528,
w,490144392,
w,490144391,
w,490144390,
w,490144388,
w,490144386,
w,490144384,
w,490144383,
w,490144382,
w,490144381,
w,490144380,
w,490144379,
w,490144378,
w,490144376,
w,490144375,
w,490144374,
w,490144372,
w,490144371,
w,490144369,
w,490144368,
w,490144367,
w,490144366,
w,490144365,
w,490144364,
w,490140182,
w,490140181,
w,490140180,
w,490140179,
w,490140178,
w,490140177,
w,490140176,
w,490140175,
w,490135333,
w,490135332,
w,490135330,
w,490135328,
w,490135327,
w,490135326,
w,490135325,
w,490135324,
w,490135321,
w,490135320,
w,490135319,
w,490132225,
w,490132224,
w,490132222,
w,490010192,
w,490010191,
w,490010189,
w,490010173,
w,490002228,
w,490002227,
w,490000058,
w,490000057,
w,490000039,
w,490000032,
w,489992565,
w,489989704,
w,489987925,
w,489987923,
w,489987087,
w,489965997,
w,489965994,
w,489965993,
w,489965990,
w,489965989,
w,489965988,
w,489965987,
w,489965986,
w,489965985,
w,489965982,
w,489965981,
w,489965980,
w,489965978,
w,489965977,
w,489965974,
w,489965960,
w,489965958,
w,489942769,
w,489942768,
w,489942767,
w,489942766,
w,489942762,
w,489942761,
w,489942760,
w,489942759,
w,489942758,
w,489942756,
w,489942755,
w,489942754,
w,489942753,
w,489942752,
w,489942751,
w,489942750,
w,489942749,
w,489942747,
w,489942746,
w,489942743,
w,489942738,
w,489942737,
w,489942736,
w,489942734,
w,489942733,
w,489942732,
w,489942731,
w,489942729,
w,489942728,
w,489942727,
w,489942726,
w,489942725,
w,489942724,
w,489942723,
w,489942717,
w,489942716,
w,489942715,
w,489942713,
w,489942712,
w,489942711,
w,489942708,
w,489942703,
w,489834954,
w,489687144,
w,489645399,
w,489645397,
w,489579773,
w,489457111,
w,489455292,
w,489455291,
w,489455137,
w,489455128,
w,489442133,
w,489442132,
w,489441735,
w,489441732,
w,489441731,
w,489438665,
w,489438662,
w,489438652,
w,489438648,
w,489428050,
w,489428049,
w,489428048,
w,489428047,
w,489405798,
w,489405797,
w,489405796,
w,489405795,
w,489405788,
w,489386671,
w,489376614,
w,489350062,
w,489350061,
w,489350059,
w,489350058,
w,489187036,
w,489187035,
w,489187034,
w,489187032,
w,489187031,
w,489187030,
w,489187029,
w,489187028,
w,489187021,
w,489187018,
w,489187009,
w,489187005,
w,489187003,
w,489187002,
w,489187001,
w,489187000,
w,489186997,
w,489186996,
w,489186995,
w,489186993,
w,489186992,
w,489186991,
w,489186990,
w,489186989,
w,489186988,
w,489186986,
w,489186985,
w,489186984,
w,489186983,
w,489186979,
w,489186978,
w,489186977,
w,489186975,
w,489186974,
w,489186972,
w,489186971,
w,489186967,
w,489186963,
w,489186950,
w,489186942,
w,489186932,
w,489179156,
w,489179155,
w,489179154,
w,489179153,
w,489179134,
w,489179133,
w,489165997,
w,489102382,
w,489102381,
w,489100965,
w,489066511,
w,489065697,
w,489065688,
w,489065673,
w,489065668,
w,488976636,
w,488976635,
w,488976631,
w,488976630,
w,488976629,
w,488976618,
w,488976617,
w,488976616,
w,488976615,
w,488976613,
w,488976607,
w,488976606,
w,488976601,
w,488976600,
w,488976599,
w,488973085,
w,488973084,
w,488963724,
w,488963723,
w,488962281,
w,488945359,
w,488945358,
w,488939492,
w,488939491,
w,488892059,
w,488892058,
w,488889904,
w,488889896,
w,488884917,
w,488884915,
w,488884914,
w,488884913,
w,488884912,
w,488884911,
w,488884909,
w,488884907,
w,488884906,
w,488881381,
w,488881380,
w,488875224,
w,488875219,
w,488875218,
w,488836537,
w,488779662,
w,488779661,
w,488699455,
w,488619323,
w,488619322,
w,488619321,
w,488619320,
w,488619318,
w,488619317,
w,488619316,
w,488619315,
w,488619314,
w,488619313,
w,488619312,
w,488619311,
w,488619309,
w,488619308,
w,488619307,
w,488619306,
w,488606425,
w,488606424,
w,488589652,
w,488589651,
w,488589649,
w,488589637,
w,488589632,
w,488589631,
w,488589630,
w,488589627,
w,488589625,
w,488589624,
w,488589620,
w,488589619,
